id,gameid,riotversion,tournament,leaguefullname,league,matchid,dateutc,game,patch,side,teamfullname,team,team_oppsfullname,team_opps,position,player,champion,mastery,rune,primarytree,secondarytree,bluepickposition1,bluepickposition2,bluepickposition3,bluepickposition4,bluepickposition5,redpickposition1,redpickposition2,redpickposition3,redpickposition4,redpickposition5,result,ban1,ban2,ban3,ban4,ban5,spell1,spell2,participantid,split,playoffs,worldsqualifier,playin,promotion,year,pickfirst,damagedealttoturrets,doublekills,goldearned,goldspent,neutralminionskilledenemyjungle,neutralminionskilledteamjungle,pentakills,quadrakills,timeccingothers,triplekills,visionscore,visionwardsboughtingame,gamelength,vspm,gold8,gold14,gold20,goldend,golddiff8,golddiff14,golddiff20,golddiffend,minionskilled8,minionskilled14,minionskilled20,minionskilledend,jungleminionskilled8,jungleminionskilled14,jungleminionskilled20,jungleminionskilledend,jgdiff8,jgdiff14,jgdiff20,jgdiffend,cs8,cs14,cs20,csend,csdiff8,csdiff14,csdiff20,csdiffend,level8,level14,level20,levelend,xp8,xp14,xp20,xpend,damaged_total8,damaged_total14,damaged_total20,damaged_totalend,damaged_true8,damaged_true14,damaged_true20,damaged_trueend,damaged_physical8,damaged_physical14,damaged_physical20,damaged_physicalend,damaged_magic8,damaged_magic14,damaged_magic20,damaged_magicend,damagetaken_total8,damagetaken_total14,damagetaken_total20,damagetaken_totalend,damagetaken_true8,damagetaken_true14,damagetaken_true20,damagetaken_trueend,damagetaken_physical8,damagetaken_physical14,damagetaken_physical20,damagetaken_physicalend,damagetaken_magic8,damagetaken_magic14,damagetaken_magic20,damagetaken_magicend,gd814,csd814,gd1420,csd1420,gd20end,csd20end,cs14endshare,gd20endpermin,csd20endpermin,gdm,csdm,goldlead8,goldlead14,goldlead20,duogd8,duogd14,duogd20,duogdend,duogdm,duogd20endpermin,duogoldlead8,duogoldlead14,duogoldlead20,dpm,dpg,damageshare,damagetakenshare,dragonfirst,dragonpercent,dragon,opps_dragon,dragon8,opps_dragon8,dragon14,opps_dragon14,dragon20,opps_dragon20,dragonfire,opps_dragonfire,dragonfire8,opps_dragonfire8,dragonfire14,opps_dragonfire14,dragonfire20,opps_dragonfire20,dragonwater,opps_dragonwater,dragonwater8,opps_dragonwater8,dragonwater14,opps_dragonwater14,dragonwater20,opps_dragonwater20,dragonearth,opps_dragonearth,dragonearth8,opps_dragonearth8,dragonearth14,opps_dragonearth14,dragonearth20,opps_dragonearth20,dragonair,opps_dragonair,dragonair8,opps_dragonair8,dragonair14,opps_dragonair14,dragonair20,opps_dragonair20,dragonhextech,opps_dragonhextech,dragonhextech8,opps_dragonhextech8,dragonhextech14,opps_dragonhextech14,dragonhextech20,opps_dragonhextech20,dragonchemtech,opps_dragonchemtech,dragonchemtech8,opps_dragonchemtech8,dragonchemtech14,opps_dragonchemtech14,dragonchemtech20,opps_dragonchemtech20,dragonelder,opps_dragonelder,dragonnotelder,opps_dragonnotelder,horde,opps_horde,horde0,opps_horde0,horde1,opps_horde1,horde2,opps_horde2,horde3,opps_horde3,horde4,opps_horde4,horde5,opps_horde5,horde6,opps_horde6,hordepercent,herald,opps_herald,heraldfirst,heraldsecond,herald14,opps_herald14,heraldpercent,baron,opps_baron,baronfirst,baronpercent,turretplate,turretplatelost,turretplatetop,turretplatetoplost,turretplatemid,turretplatemidlost,turretplatebot,turretplatebotlost,turretplate8,turretplatelost8,turretplatetop8,turretplatetop8lost,turretplatemid8,turretplatemid8lost,turretplatebot8,turretplatebot8lost,towerkillparticipated,towerkill,towerlost,towerkill8,towerlost8,towerkill14,towerlost14,towerkill20,towerlost20,firsttower,firsttowerkilltime,firsttoptower,firsttoptowerkilltime,firstmidtower,firstmidtowerkilltime,firstbottower,firstbottowerkilltime,inhibitorkill,inhibitorlost,kill,kill8,kill14,kill20,death,death8,death14,death20,assist,assist8,assist14,assist20,ck,ck8,ck14,ck20,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,solokill,solokill8,solokill14,solokill20,solokillvictim,solokillvictim8,solokillvictim14,solokillvictim20,duokill,duokill8,duokill14,duokill20,duokillassist,duokillassist8,duokillassist14,duokillassist20,duokillvictim,duokillvictim8,duokillvictim14,duokillvictim20,duokillparticipated,duokillparticipated8,duokillparticipated14,duokillparticipated20,killparticipated,killparticipated8,killparticipated14,killparticipated20,kpm,ckpm,kppercent,wardplaced,visionwardplaced,wardplaced8,visionwardplaced8,wardplaced14,visionwardplaced14,wardplaced20,visionwardplaced20,wardcleared,visionwardcleared,wardcleared8,visionwardcleared8,wardcleared14,visionwardcleared14,wardcleared20,visionwardcleared20,wpm,vwpm,wcpm,vwcpm,skilllevel1,skilllevel2,skilllevel3,skilllevel4,skilllevel5,skilllevel6,skilllevel7,skilllevel8,skilllevel9,skilllevel10,skilllevel11,skilllevel12,skilllevel13,skilllevel14,skilllevel15,skilllevel16,skilllevel17,skilllevel18,evolve1,evolve2,evolve3,buffsstolen,championtransform,initialcrabcount,objectivesstolen,objectivesstolenassists,scuttlecrabkills,totalallyjungleminionskilled,totalenemyjungleminionskilled,totaltimespentdead
298,LOLTMNT02_29105,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 10:38,1,14.1,Red,Kwangdong Freecs,KDF,KT Rolster,KT,support,Andil,Tahm Kench,,Guardian,Resolve,Inspiration,Mid,Jungle,Top,Bot,Support,Mid,Top,Jungle,Bot,Support,0,Ashe,Lucian,Kalista,Ezreal,Renata Glasc,Heal,Flash,10,Spring,0,0,0,0,2024,0,0,0,8995,8050,,,0,0,17,0,137,20,2428,3.385502471,1892,3704,4813,8995,-765,-1335,-2410,-5318,8,17,18,24,0,0,0,0,0,0,0,-13,8,17,18,24,-47,-82,-115,-240,5,6,8,14,1895,2811,4988,13017,1503,2739,3508,5779,0,0,0,0,123,275,275,558,1380,2464,3233,5220,2636,5283,7808,27262,0,40,40,1198,2025,3883,6114,16456,611,1360,1654,9607,-570,-35,-1075,-33,-2908,-125,0.009009009,-2.368078176,-0.101791531,-131.416804,-5.930807249,0,0,0,-859,-1309,-2762,-6214,-153.5584843,-2.811074919,0,0,0,2.38014827,0.642468038,0.076477205,0.194151664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,0,1,1,6,0,1,1,8,0,1,1,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0.024711697,0.172981878,0.692307692,78,20,4,1,17,4,31,7,11,3,1,0,5,1,6,1,1.927512356,0.494233937,0.271828666,0.074135091,Q,E,W,Q,Q,R,Q,E,Q,E,R,E,E,W,,,,,,,,0,0,0,0,0,0,0,0,164
299,LOLTMNT02_29105,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 10:38,1,14.1,Blue,KT Rolster,KT,Kwangdong Freecs,KDF,team,,,,,,,Mid,Jungle,Top,Bot,Support,Mid,Top,Jungle,Bot,Support,1,Sejuani,Draven,Varus,Caitlyn,Xayah,,,100,Spring,0,0,0,0,2024,,22626,3,79762,74155,,,0,0,174,1,437,49,2428,10.79901153,13061,24064,37214,79762,480,650,3583,10900,225,444,634,1107,56,92,122,275,2,-12,-24,70,281,536,756,1382,26,31,23,100,,,,,14631,28173,42871,99238,8140,14043,26761,106295,40,80,246,3167,4111,7693,14984,54605,3988,6268,11529,48518,14389,24876,35645,105412,122,290,290,2508,9370,16479,23973,58577,4894,8104,11379,44323,170,5,2933,-8,7317,77,,5.958469055,0.062703583,269.3574959,2.471169687,1,1,1,859,1309,2762,6214,153.5584843,2.811074919,1,1,1,43.77883031,1.33265214,,,1,0.666666667,4,2,1,0,1,1,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,4,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.5,3,3,0,2,1,0,2,1,1,0,0,0,0,0,1,0,18,8,2,0,0,0,0,4,1,1,18.26183333,1,18.26183333,1,18.73461667,0,,2,0,24,0,2,5,13,1,3,4,60,0,7,13,37,1,5,9,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,9,18,0.593080725,0.914332784,,147,48,15,4,44,11,68,18,87,38,3,1,18,8,31,13,3.63261944,1.18616145,2.149917628,0.939044481,,,,,,,,,,,,,,,,,,,,,,4,0,1,0,0,8,148,63,514
300,LOLTMNT02_29105,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 10:38,1,14.1,Red,Kwangdong Freecs,KDF,KT Rolster,KT,team,,,,,,,Mid,Jungle,Top,Bot,Support,Mid,Top,Jungle,Bot,Support,0,Ashe,Lucian,Kalista,Ezreal,Renata Glasc,,,200,Spring,0,0,0,0,2024,,5665,0,68862,67225,,,0,0,83,0,359,67,2428,8.871499176,12581,23414,33631,68862,-480,-650,-3583,-10900,201,401,587,1077,54,104,146,205,-2,12,24,-70,255,505,733,1282,-26,-31,-23,-100,,,,,14613,27975,42561,88907,6930,14529,19601,75565,122,290,290,2508,2194,6778,8715,31774,4613,7459,10595,41279,14142,27375,46222,140416,40,80,245,3181,8726,19161,31554,83609,5375,8133,14419,53621,-170,-5,-2933,8,-7317,-77,,-5.958469055,-0.062703583,-269.3574959,-2.471169687,0,0,0,-859,-1309,-2762,-6214,-153.5584843,-2.811074919,0,0,0,31.1223229,1.097339607,,,0,0.333333333,2,4,0,1,1,1,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,2,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0.5,3,3,2,0,0,1,1,2,0,1,0,0,0,0,0,1,2,2,8,0,0,0,0,1,4,0,,0,,0,,1,18.55406667,0,2,13,1,3,4,24,0,2,5,34,1,5,7,37,1,5,9,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2,8,11,0.321252059,0.914332784,,167,62,18,5,45,13,76,24,61,26,4,3,15,6,31,14,4.126853377,1.532125206,1.507413509,0.642504119,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,5,148,2,772
301,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Blue,KT Rolster,KT,Kwangdong Freecs,KDF,top,PerfecT,Udyr,,Grasp of the Undying,Resolve,Inspiration,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,0,Sejuani,Draven,Varus,Xayah,Tahm Kench,Ghost,Teleport,1,Spring,0,0,0,0,2024,0,0,0,8889,8975,,,0,0,24,0,30,9,1878,0.958466454,2411,4144,5845,8889,-327,-1089,-1692,-4837,60,108,148,201,0,0,0,0,-2,-2,-6,-10,60,108,148,201,-13,-29,-40,-60,7,10,12,15,3912,7129,9802,14121,796,3027,4778,7361,0,0,0,136,51,473,886,1399,745,2553,3891,5826,2298,6515,12303,24257,0,178,302,916,314,1469,4962,10724,1984,4868,7039,12617,-762,-16,-603,-11,-3145,-20,0.197452229,-4.638643068,-0.029498525,-154.5367412,-1.916932907,0,0,0,,,,,,,0,0,0,3.919595314,0.828102149,0.145451312,0.237431972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,1,3,3,0,0,1,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0.191693291,0.272727273,14,9,4,1,7,2,10,5,6,2,0,0,1,0,2,0,0.447284345,0.287539936,0.191693291,0.063897764,R,W,R,E,R,W,R,Q,R,W,R,W,W,W,E,,,,,,,0,0,0,0,0,0,0,0,195
302,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Blue,KT Rolster,KT,Kwangdong Freecs,KDF,jungle,Pyosik,Nocturne,,Lethal Tempo,Precision,Domination,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,0,Sejuani,Draven,Varus,Xayah,Tahm Kench,Smite,Flash,2,Spring,0,0,0,0,2024,0,0,0,9504,8875,,,0,0,131,0,78,13,1878,2.49201278,2401,4253,6454,9504,-188,-435,-283,-1071,0,5,9,21,48,86,118,147,-8,-18,-14,-31,48,91,127,168,-9,-17,-12,-29,5,8,11,14,2363,4906,7695,12105,172,849,4031,7090,0,56,308,402,172,765,3385,5771,0,28,338,916,5261,10366,17383,34349,0,0,348,643,4690,8271,13068,25393,571,2094,3966,8312,-247,-8,152,5,-788,-17,0.163481953,-1.162241888,-0.025073746,-34.2172524,-0.926517572,0,0,0,,,,,,,0,0,0,3.775292865,0.746001684,0.140096427,0.336214322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2,0,0,1,3,0,0,0,8,1,2,4,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,5,0.063897764,0.159744409,0.909090909,36,11,4,1,9,2,16,4,17,8,0,0,5,2,9,3,1.150159744,0.3514377,0.54313099,0.255591054,Q,W,E,Q,Q,R,Q,E,Q,E,R,E,E,W,,,,,,,,1,0,1,0,0,3,111,8,77
303,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Blue,KT Rolster,KT,Kwangdong Freecs,KDF,mid,Bdd,Orianna,,Arcane Comet,Sorcery,Inspiration,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,0,Sejuani,Draven,Varus,Xayah,Tahm Kench,Flash,Teleport,3,Spring,0,0,0,0,2024,1,0,0,10542,10450,,,0,0,17,0,33,6,1878,1.054313099,2661,5106,7155,10542,192,42,-922,-3646,68,137,190,249,0,0,0,0,0,0,-4,-12,68,137,190,249,8,5,-11,-49,7,10,12,15,3600,6941,9659,14052,2446,3217,4471,9746,0,60,60,60,67,141,178,319,2379,3016,4232,9366,2595,4195,6330,14626,0,0,0,71,859,1584,2385,7450,1735,2610,3944,7104,-150,-3,-964,-16,-2724,-38,0.237791932,-4.017699115,-0.056047198,-116.485623,-1.565495208,1,1,0,,,,,,,0,0,0,5.189563365,0.924492506,0.192578248,0.143161975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,2,0,1,1,5,0,1,2,6,1,1,3,7,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,4,0.063897764,0.223642173,0.727272727,17,6,5,2,7,2,10,3,8,1,1,0,3,0,6,1,0.54313099,0.191693291,0.255591054,0.031948882,Q,W,W,E,W,R,W,Q,W,Q,R,Q,Q,E,E,,,,,,,0,0,0,0,0,0,0,0,157
304,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Blue,KT Rolster,KT,Kwangdong Freecs,KDF,bot,Deft,Caitlyn,,Lethal Tempo,Precision,Sorcery,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,0,Sejuani,Draven,Varus,Xayah,Tahm Kench,Flash,Ghost,4,Spring,0,0,0,0,2024,1,2681,0,12162,11350,,,0,0,22,0,41,6,1878,1.309904153,2757,5060,7816,12162,290,483,602,-2145,72,138,190,289,0,0,2,10,0,0,-2,6,72,138,192,299,12,15,20,39,6,9,12,16,2915,5783,8605,14702,1808,2533,5010,14596,0,0,72,192,1748,2472,4744,13523,60,60,193,880,706,1443,4795,14322,0,0,0,223,706,1443,3601,8719,0,0,1193,5380,193,3,119,5,-2747,19,0.341825902,-4.051622419,0.028023599,-68.53035144,1.24600639,1,1,1,573,965,813,-2323,-74.2172524,-4.625368732,1,1,1,7.772097977,1.200131557,0.288412899,0.140186367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,0,0,1,3,0,0,0,5,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0.031948882,0.127795527,0.545454545,16,6,3,1,7,3,11,4,10,4,0,0,3,2,5,3,0.511182109,0.191693291,0.319488818,0.127795527,Q,E,W,Q,Q,R,Q,W,Q,W,R,W,W,E,E,R,,,,,,0,0,0,0,0,0,10,0,93
305,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Blue,KT Rolster,KT,Kwangdong Freecs,KDF,support,BeryL,Hwei,,Arcane Comet,Sorcery,Inspiration,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,0,Sejuani,Draven,Varus,Xayah,Tahm Kench,Heal,Flash,5,Spring,0,0,0,0,2024,0,684,1,10525,8850,,,0,0,24,0,102,16,1878,3.258785942,2240,4039,5669,10525,283,482,211,-178,10,29,39,57,0,0,0,0,0,0,0,0,10,29,39,57,-3,2,4,-5,5,7,9,13,1769,3663,5612,10356,1807,3201,6001,11815,0,0,0,24,333,333,414,414,1473,2868,5586,11376,1170,1958,5374,14610,0,0,106,411,1096,1884,4390,11187,74,74,878,3011,199,5,-271,2,-389,-9,0.059447983,-0.573746313,-0.013274336,-5.686900958,-0.159744409,1,1,1,573,965,813,-2323,-74.2172524,-4.625368732,1,1,1,6.291267306,1.122565321,0.233461113,0.143005364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,6,1,1,2,6,0,0,2,5,0,1,3,12,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,5,0.191693291,0.383386581,1,51,16,3,1,13,4,24,6,17,5,0,0,6,2,8,2,1.629392971,0.511182109,0.54313099,0.159744409,Q,W,E,Q,Q,R,Q,E,Q,E,R,E,E,,,,,,,,,0,0,0,0,0,0,0,0,155
306,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Red,Kwangdong Freecs,KDF,KT Rolster,KT,top,DuDu,Rumble,,Arcane Comet,Sorcery,Resolve,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,1,Ashe,Lucian,Kalista,Ezreal,Rakan,Ignite,Flash,6,Spring,0,0,0,0,2024,1,6902,2,13726,12500,,,0,0,16,0,18,0,1878,0.575079872,2738,5233,7537,13726,327,1089,1692,4837,71,135,182,251,2,2,6,10,2,2,6,10,73,137,188,261,13,29,40,60,8,11,13,18,4090,7807,11159,18700,2034,5157,8128,22564,0,138,420,851,49,151,151,621,1984,4868,7556,21091,1431,4148,6808,17366,0,0,40,200,685,1624,3073,8609,745,2523,3694,8556,762,16,603,11,3145,20,0.225045372,4.638643068,0.029498525,154.5367412,1.916932907,1,1,1,,,,,,,0,0,0,12.01490948,1.643887513,0.303581519,0.230119923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,6,0,1,1,0,0,0,0,12,0,0,3,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,4,0.191693291,0.191693291,0.782608696,5,0,2,0,5,0,5,0,4,3,0,0,0,0,1,0,0.159744409,0,0.127795527,0.095846645,E,Q,W,Q,Q,R,Q,E,Q,E,R,E,E,W,W,R,W,W,,,,0,0,0,0,0,2,0,0,0
307,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Red,Kwangdong Freecs,KDF,KT Rolster,KT,jungle,Cuzz,Vi,,Aftershock,Resolve,Inspiration,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,1,Ashe,Lucian,Kalista,Ezreal,Rakan,Smite,Flash,7,Spring,0,0,0,0,2024,1,2080,0,10575,10325,,,0,0,22,0,55,11,1878,1.757188498,2589,4688,6737,10575,188,435,283,1071,1,4,7,19,56,104,132,178,8,18,14,31,57,108,139,197,9,17,12,29,6,9,11,15,2763,5550,7958,14331,0,581,2479,8680,0,40,212,621,0,541,2189,7472,0,0,78,585,5204,10103,15685,26487,0,16,148,278,3987,7977,11925,18543,1216,2110,3611,7665,247,8,-152,-5,788,17,0.161524501,1.162241888,0.025073746,34.2172524,0.926517572,1,1,1,,,,,,,0,0,0,4.621938232,0.820803783,0.116782822,0.3509839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,0,0,1,6,0,1,3,12,0,1,1,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2,0.031948882,0.223642173,0.565217391,14,10,3,1,7,3,9,5,16,10,1,1,4,4,7,7,0.447284345,0.319488818,0.511182109,0.319488818,W,E,Q,Q,Q,R,Q,W,Q,W,R,W,W,E,E,,,,,,,4,0,1,1,0,4,115,18,159
308,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Red,Kwangdong Freecs,KDF,KT Rolster,KT,mid,BuLLDoG,Azir,,Hail of Blades,Domination,Inspiration,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,1,Ashe,Lucian,Kalista,Ezreal,Rakan,Teleport,Flash,8,Spring,0,0,0,0,2024,0,7927,0,14188,12100,,,0,0,10,0,62,10,1878,1.980830671,2469,5064,8077,14188,-192,-42,922,3646,60,132,197,286,0,0,4,12,0,0,4,12,60,132,201,298,-8,-5,11,49,7,11,14,18,3612,7671,11557,19133,1959,3178,7293,12419,0,0,0,106,131,131,131,297,1828,3046,7161,12016,2158,2613,4652,12248,0,100,212,212,392,596,1449,5371,1766,1916,2990,6665,150,3,964,16,2724,38,0.301270417,4.017699115,0.056047198,116.485623,1.565495208,0,0,1,,,,,,,0,0,0,6.612886049,0.875317169,0.167088233,0.162300404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,3,0,1,2,1,0,0,0,7,0,0,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,4,0.095846645,0.127795527,0.434782609,33,9,3,0,9,1,17,4,16,7,1,1,4,2,7,2,1.054313099,0.287539936,0.511182109,0.223642173,W,Q,W,E,W,R,W,Q,W,Q,R,Q,Q,E,E,R,E,E,,,,0,0,0,0,0,1,6,0,44
309,LOLTMNT02_29136,5,LCK 2024 Spring,LoL Champions Korea,LCK,LCK/2024 Season/Spring Season_Week 2_2,2024-01-24 11:40,2,14.1,Red,Kwangdong Freecs,KDF,KT Rolster,KT,bot,Bull,Jhin,,Dark Harvest,Domination,Precision,Mid,Top,Jungle,Bot,Support,Top,Jungle,Mid,Support,Bot,1,Ashe,Lucian,Kalista,Ezreal,Rakan,Flash,Heal,9,Spring,0,0,0,0,2024,0,2408,3,14307,15907,,,0,0,16,1,28,10,1878,0.89456869,2467,4577,7214,14307,-290,-483,-602,2145,60,123,168,256,0,0,4,4,0,0,2,-6,60,123,172,260,-12,-15,-20,-39,5,9,11,16,2368,5193,8292,15638,572,1126,4146,15685,0,0,124,196,572,1126,4022,15298,0,0,0,189,1850,2699,4213,9664,0,0,0,84,1184,1552,2067,5289,665,1147,2145,4291,-193,-3,-119,-5,2747,-19,0.248638838,4.051622419,-0.028023599,68.53035144,-1.24600639,0,0,0,-573,-965,-813,2323,74.2172524,4.625368732,0,0,0,8.351970181,1.096316488,0.211029788,0.128059365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,10,0,0,2,2,0,0,0,6,0,1,3,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,5,0.319488818,0.383386581,0.695652174,74,10,7,0,22,1,41,4,4,2,0,0,2,1,2,1,2.364217252,0.319488818,0.127795527,0.063897764,Q,W,Q,E,Q,R,Q,W,Q,W,R,W,W,E,E,R,,,,,,0,0,0,0,0,0,0,0,49
